,registro,clima,temperatura,sens_termica,humedad,viento,total,fecha_nueva,festividad,festividad_1,mes_bueno,dia_semana_nuevo,no_laboral_nuevo,año_map,estacion_map
306,307,1,16.7,20.3,70.0,9.2,3974,2018-11-03,,0,11,5,0,0,2
307,308,2,16.5,20.2,62.0,18.2,4046,2018-11-04,,0,11,6,0,0,2
308,309,1,13.4,16.2,52.0,12.7,3926,2018-11-05,,0,11,0,1,0,2
309,310,1,14.3,18.1,73.0,6.2,3649,2018-11-06,,0,11,1,1,0,2
310,311,1,16.2,20.0,76.0,3.8,4035,2018-11-07,,0,11,2,1,0,2
311,312,1,16.7,20.6,72.0,4.6,4205,2018-11-08,,0,11,3,1,0,2
312,313,1,16.4,20.5,76.0,4.2,4109,2018-11-09,,0,11,4,1,0,2
313,314,2,15.6,18.7,81.0,12.7,2933,2018-11-10,,0,11,5,0,0,2
314,315,1,13.3,15.3,45.0,21.1,3368,2018-11-11,Veterans Day,1,11,6,0,0,2
315,316,1,14.6,17.9,55.0,14.2,4067,2018-11-12,Veterans Day (Observed),1,11,0,0,0,2
316,317,1,18.1,21.5,46.0,18.9,3717,2018-11-13,,0,11,1,1,0,2
317,318,1,21.7,26.2,59.0,20.5,4486,2018-11-14,,0,11,2,1,0,2
318,319,2,21.7,25.4,69.0,13.4,4195,2018-11-15,,0,11,3,1,0,2
319,320,3,18.7,22.6,93.0,9.2,1817,2018-11-16,,0,11,4,1,0,2
320,321,2,14.0,16.2,58.0,20.5,3053,2018-11-17,,0,11,5,0,0,2
321,322,1,11.2,13.6,41.0,11.3,3392,2018-11-18,,0,11,6,0,0,2
322,323,1,13.5,16.2,50.0,15.0,3663,2018-11-19,,0,11,0,1,0,2
323,324,2,19.0,22.9,68.0,12.5,3520,2018-11-20,,0,11,1,1,0,2
324,325,3,18.4,22.3,91.0,9.2,2765,2018-11-21,,0,11,2,1,0,2
325,326,3,17.1,21.1,96.0,8.0,1607,2018-11-22,Thanksgiving,1,11,3,0,0,2
326,327,2,18.1,21.5,76.0,22.5,2566,2018-11-23,,0,11,4,1,0,2
327,328,1,15.3,18.6,55.0,11.2,1495,2018-11-24,,0,11,5,0,0,2
328,329,1,15.4,19.0,64.0,6.6,2792,2018-11-25,,0,11,6,0,0,2
329,330,1,15.4,19.3,68.0,4.6,3068,2018-11-26,,0,11,0,1,0,2
330,331,1,18.8,22.8,70.0,14.0,3071,2018-11-27,,0,11,1,1,0,2
331,332,1,20.6,24.5,74.0,9.5,3867,2018-11-28,,0,11,2,1,0,2
332,333,2,18.8,22.6,83.0,17.3,2914,2018-11-29,,0,11,3,1,0,2
333,334,1,13.3,15.6,61.0,18.2,3613,2018-11-30,,0,11,4,1,0,2
334,335,1,12.8,15.3,52.0,14.8,3727,2018-12-01,,0,12,5,0,0,2
335,336,1,12.9,16.6,63.0,6.8,3940,2018-12-02,,0,12,6,0,0,2
336,337,1,12.3,15.5,61.0,6.4,3614,2018-12-03,,0,12,0,1,0,2
337,338,1,13.6,17.5,78.0,5.6,3485,2018-12-04,,0,12,1,1,0,2
338,339,2,15.8,19.7,83.0,4.2,3811,2018-12-05,,0,12,2,1,0,2
339,340,3,19.0,22.8,95.0,15.6,2594,2018-12-06,,0,12,3,1,0,2
340,341,3,16.8,20.0,97.0,17.8,705,2018-12-07,,0,12,4,1,0,2
341,342,1,10.9,12.8,58.0,16.1,3322,2018-12-08,,0,12,5,0,0,2
342,343,1,11.9,15.9,70.0,5.5,3620,2018-12-09,,0,12,6,0,0,2
343,344,1,11.3,13.3,51.0,15.6,3190,2018-12-10,,0,12,0,1,0,2
344,345,1,9.0,12.7,49.0,4.5,2743,2018-12-11,,0,12,1,1,0,2
345,346,1,9.8,13.5,67.0,4.3,3310,2018-12-12,,0,12,2,1,0,2
346,347,1,11.6,15.1,59.0,9.4,3523,2018-12-13,,0,12,3,1,0,2
347,348,2,13.0,16.9,66.0,4.1,3740,2018-12-14,,0,12,4,1,0,2
348,349,2,17.3,20.6,63.0,18.0,3709,2018-12-15,,0,12,5,0,0,2
349,350,2,15.4,18.0,50.0,17.5,3577,2018-12-16,,0,12,6,0,0,2
350,351,2,10.6,12.5,56.0,16.3,2739,2018-12-17,,0,12,0,1,0,2
351,352,1,9.8,12.3,59.0,11.4,2431,2018-12-18,,0,12,1,1,0,2
352,353,1,11.3,14.0,64.0,11.6,3403,2018-12-19,,0,12,2,1,0,2
353,354,2,15.8,19.8,60.0,4.1,3750,2018-12-20,,0,12,3,1,0,2
354,355,2,17.6,21.4,86.0,14.8,2660,2018-12-21,,0,12,4,1,0,0
355,356,2,17.4,21.3,76.0,3.2,3068,2018-12-22,,0,12,5,0,0,0
356,357,1,15.3,18.9,69.0,18.4,2209,2018-12-23,,0,12,6,0,0,0
357,358,1,12.4,15.0,54.0,12.8,1011,2018-12-24,,0,12,0,1,0,0
358,359,1,11.3,14.0,68.0,10.4,754,2018-12-25,Christmas Day,1,12,1,0,0,0
359,360,1,13.2,15.8,51.0,16.0,1317,2018-12-26,,0,12,2,1,0,0
360,361,2,13.3,16.4,76.0,12.6,1162,2018-12-27,,0,12,3,1,0,0
361,362,1,12.3,14.0,50.0,19.7,2302,2018-12-28,,0,12,4,1,0,0
362,363,1,10.2,13.2,57.0,8.0,2423,2018-12-29,,0,12,5,0,0,0
363,364,1,12.8,15.9,64.0,9.0,2999,2018-12-30,,0,12,6,0,0,0
364,365,1,16.8,20.7,62.0,14.8,2485,2018-12-31,,0,12,0,1,0,0
365,366,1,15.2,18.8,69.0,12.9,2294,2019-01-01,New Year's Day,1,1,1,0,1,0
366,367,1,11.2,12.6,38.0,22.1,1951,2019-01-02,,0,1,2,1,1,0
367,368,1,6.2,6.3,44.0,24.5,2236,2019-01-03,,0,1,3,1,1,0
368,369,2,4.4,6.0,41.0,12.4,2368,2019-01-04,,0,1,4,1,1,0
369,370,1,10.9,13.9,52.0,8.7,3272,2019-01-05,,0,1,5,0,1,0
370,371,1,13.7,17.0,54.0,11.2,4098,2019-01-06,,0,1,6,0,1,0
371,372,1,16.1,19.5,53.0,11.7,4521,2019-01-07,,0,1,0,1,1,0
372,373,1,13.8,17.0,46.0,12.8,3425,2019-01-08,,0,1,1,1,1,0
373,374,2,9.2,12.4,70.0,6.6,2376,2019-01-09,,0,1,2,1,1,0
374,375,1,12.7,15.9,65.0,12.6,3598,2019-01-10,,0,1,3,1,1,0
375,376,2,11.2,14.1,85.0,8.8,2177,2019-01-11,,0,1,4,1,1,0
376,377,2,15.7,19.1,80.0,12.1,4097,2019-01-12,,0,1,5,0,1,0
377,378,1,11.2,12.5,51.0,25.3,3214,2019-01-13,,0,1,6,0,1,0
378,379,1,7.4,9.2,46.0,12.5,2493,2019-01-14,,0,1,0,1,1,0
379,380,1,6.8,8.1,42.0,16.8,2311,2019-01-15,,0,1,1,1,1,0
380,381,1,7.8,9.5,52.0,15.5,2298,2019-01-16,,0,1,2,1,1,0
381,382,2,15.3,18.2,72.0,23.4,2935,2019-01-17,,0,1,3,1,1,0
382,383,1,12.4,13.8,44.0,27.8,3376,2019-01-18,,0,1,4,1,1,0
383,384,1,7.8,9.5,50.0,14.8,3292,2019-01-19,,0,1,5,0,1,0
384,385,2,8.9,11.0,45.0,13.6,3163,2019-01-20,,0,1,6,0,1,0
385,386,2,7.1,8.7,83.0,14.9,1301,2019-01-21,Martin Luther King Jr. Day,1,1,0,0,1,0
386,387,2,6.7,8.1,80.0,13.4,1977,2019-01-22,,0,1,1,1,1,0
387,388,2,9.0,12.2,91.0,7.4,2432,2019-01-23,,0,1,2,1,1,0
388,389,1,14.0,17.5,84.0,8.3,4339,2019-01-24,,0,1,3,1,1,0
389,390,1,12.1,14.7,64.0,10.8,4270,2019-01-25,,0,1,4,1,1,0
390,391,2,14.0,17.8,77.0,4.9,4075,2019-01-26,,0,1,5,0,1,0
391,392,2,17.4,20.8,74.0,23.0,3456,2019-01-27,,0,1,6,0,1,0
392,393,1,13.0,16.3,54.0,14.1,4023,2019-01-28,,0,1,0,1,1,0
393,394,1,11.6,13.6,31.0,16.1,3243,2019-01-29,,0,1,1,1,1,0
394,395,1,11.0,13.1,40.0,14.5,3624,2019-01-30,,0,1,2,1,1,0
395,396,1,16.0,19.1,42.0,17.5,4509,2019-01-31,,0,1,3,1,1,0
396,397,1,19.2,23.3,51.0,12.7,4579,2019-02-01,,0,2,4,1,1,0
397,398,2,16.4,19.9,67.0,12.5,3761,2019-02-02,,0,2,5,0,1,0
398,399,1,12.8,15.5,53.0,12.0,4151,2019-02-03,,0,2,6,0,1,0
399,400,2,10.8,13.6,78.0,8.2,2832,2019-02-04,,0,2,0,1,1,0
400,401,2,10.9,13.2,69.0,11.8,2947,2019-02-05,,0,2,1,1,1,0
401,402,1,11.6,14.8,62.0,10.3,3784,2019-02-06,,0,2,2,1,1,0
402,403,1,14.5,18.1,50.0,9.9,4375,2019-02-07,,0,2,3,1,1,0
403,404,2,10.5,13.3,72.0,9.0,2802,2019-02-08,,0,2,4,1,1,0
404,405,1,10.9,13.1,56.0,13.0,3830,2019-02-09,,0,2,5,0,1,0
405,406,2,11.5,14.7,54.0,7.8,3831,2019-02-10,,0,2,6,0,1,0
406,407,3,9.2,10.5,73.0,19.4,2169,2019-02-11,,0,2,0,1,1,0
407,408,1,5.2,5.1,46.0,27.4,1529,2019-02-12,,0,2,1,1,1,0
408,409,1,9.1,11.4,41.0,11.2,3422,2019-02-13,,0,2,2,1,1,0
409,410,2,13.1,16.7,51.0,9.5,3922,2019-02-14,,0,2,3,1,1,0
410,411,1,14.3,17.6,53.0,12.2,4169,2019-02-15,,0,2,4,1,1,0
411,412,2,13.0,16.5,75.0,6.1,3005,2019-02-16,,0,2,5,0,1,0
412,413,1,14.1,17.6,63.0,13.8,4154,2019-02-17,,0,2,6,0,1,0
413,414,1,14.2,17.8,53.0,12.8,4318,2019-02-18,Washington's Birthday,1,2,0,0,1,0
414,415,2,11.5,13.3,52.0,17.0,2689,2019-02-19,,0,2,1,1,1,0
415,416,1,11.5,13.7,51.0,15.3,3129,2019-02-20,,0,2,2,1,1,0
416,417,1,11.8,14.8,59.0,13.8,3777,2019-02-21,,0,2,3,1,1,0
417,418,1,16.2,19.6,57.0,15.7,4773,2019-02-22,,0,2,4,1,1,0
418,419,1,18.6,22.2,55.0,12.8,5062,2019-02-23,,0,2,5,0,1,0
419,420,2,16.7,20.5,74.0,15.9,3487,2019-02-24,,0,2,6,0,1,0
420,421,1,11.9,12.8,40.0,28.3,2732,2019-02-25,,0,2,0,1,1,0
421,422,1,11.4,13.4,41.0,13.8,3389,2019-02-26,,0,2,1,1,1,0
422,423,1,15.0,17.9,49.0,18.0,4322,2019-02-27,,0,2,2,1,1,0
423,424,1,14.7,17.7,40.0,13.0,4363,2019-02-28,,0,2,3,1,1,0
424,425,1,19.9,23.8,62.0,15.2,4990,2019-03-01,,0,3,4,1,1,0
425,426,2,14.5,18.0,66.0,9.7,3194,2019-03-02,,0,3,5,0,1,0
426,427,2,17.0,20.7,62.0,10.8,4066,2019-03-03,,0,3,6,0,1,0
427,428,1,13.4,15.2,40.0,22.4,3423,2019-03-04,,0,3,0,1,1,0
428,429,1,10.0,12.1,51.0,15.3,3333,2019-03-05,,0,3,1,1,1,0
429,430,1,10.6,12.8,46.0,13.5,3956,2019-03-06,,0,3,2,1,1,0
430,431,1,16.6,19.3,51.0,23.2,4916,2019-03-07,,0,3,3,1,1,0
431,432,1,21.6,26.2,57.0,29.6,5382,2019-03-08,,0,3,4,1,1,0
432,433,2,16.8,19.9,41.0,27.8,4569,2019-03-09,,0,3,5,0,1,0
433,434,1,11.8,13.9,35.0,15.1,4118,2019-03-10,,0,3,6,0,1,0
434,435,1,14.8,18.0,48.0,14.9,4911,2019-03-11,,0,3,0,1,1,0
435,436,1,19.1,23.0,49.0,13.9,5298,2019-03-12,,0,3,1,1,1,0
436,437,1,23.2,27.1,62.0,15.9,5847,2019-03-13,,0,3,2,1,1,0
437,438,1,23.5,27.4,51.0,7.7,6312,2019-03-14,,0,3,3,1,1,0
438,439,1,22.9,26.6,58.0,10.0,6192,2019-03-15,,0,3,4,1,1,0
439,440,2,17.9,21.8,84.0,7.6,4378,2019-03-16,,0,3,5,0,1,0
440,441,2,21.1,25.3,76.0,7.4,7836,2019-03-17,,0,3,6,0,1,0
441,442,2,19.4,23.2,81.0,8.5,5892,2019-03-18,,0,3,0,1,1,0
442,443,1,22.3,26.6,73.0,10.9,6153,2019-03-19,,0,3,1,1,1,0
443,444,1,23.0,26.9,81.0,8.1,6093,2019-03-20,,0,3,2,1,1,0
444,445,2,21.8,25.7,82.0,6.0,6230,2019-03-21,,0,3,3,1,1,1
445,446,1,22.7,26.6,83.0,7.9,6871,2019-03-22,,0,3,4,1,1,1
446,447,2,24.7,28.5,69.0,7.8,8362,2019-03-23,,0,3,5,0,1,1
447,448,2,20.6,24.3,89.0,12.9,3372,2019-03-24,,0,3,6,0,1,1
448,449,2,17.9,21.9,88.0,14.8,4996,2019-03-25,,0,3,0,1,1,1
449,450,1,18.3,21.9,48.0,25.9,5558,2019-03-26,,0,3,1,1,1,1
450,451,1,13.3,15.8,29.0,12.5,5102,2019-03-27,,0,3,2,1,1,1
451,452,1,19.8,23.5,48.0,19.5,5698,2019-03-28,,0,3,3,1,1,1
452,453,1,20.3,24.1,44.0,21.4,6133,2019-03-29,,0,3,4,1,1,1
453,454,2,15.2,18.8,58.0,9.3,5459,2019-03-30,,0,3,5,0,1,1
454,455,2,17.4,21.1,74.0,16.8,6235,2019-03-31,,0,3,6,0,1,1
455,456,2,17.5,20.9,68.0,11.5,6041,2019-04-01,,0,4,0,1,1,1
456,457,1,17.8,21.4,50.0,20.9,5936,2019-04-02,,0,4,1,1,1,1
457,458,1,19.1,23.1,40.0,6.7,6772,2019-04-03,,0,4,2,1,1,1
458,459,1,22.2,26.7,47.0,12.1,6436,2019-04-04,,0,4,3,1,1,1
459,460,1,17.8,21.6,37.0,14.7,6457,2019-04-05,,0,4,4,1,1,1
460,461,1,16.5,19.5,38.0,20.1,6460,2019-04-06,,0,4,5,0,1,1
461,462,1,17.9,21.3,25.0,18.4,6857,2019-04-07,,0,4,6,0,1,1
462,463,1,20.5,24.6,28.0,15.6,5169,2019-04-08,,0,4,0,1,1,1
463,464,1,20.1,23.8,32.0,24.0,5585,2019-04-09,,0,4,1,1,1,1
464,465,1,18.3,21.8,44.0,16.7,5918,2019-04-10,,0,4,2,1,1,1
465,466,1,14.3,16.9,47.0,19.8,4862,2019-04-11,,0,4,3,1,1,1
466,467,1,16.3,19.4,47.0,19.5,5409,2019-04-12,,0,4,4,1,1,1
467,468,1,18.1,21.6,41.0,10.4,6398,2019-04-13,,0,4,5,0,1,1
468,469,1,20.3,24.4,50.0,12.8,7460,2019-04-14,,0,4,6,0,1,1
469,470,1,24.9,28.7,51.0,15.1,7132,2019-04-15,,0,4,0,1,1,1
470,471,1,27.2,30.7,56.0,19.1,6370,2019-04-16,,0,4,1,1,1,1
471,472,1,24.9,29.9,39.0,18.3,6691,2019-04-17,,0,4,2,1,1,1
472,473,2,19.0,22.9,57.0,11.3,4367,2019-04-18,,0,4,3,1,1,1
473,474,1,20.4,24.7,61.0,4.4,6565,2019-04-19,,0,4,4,1,1,1
474,475,1,21.6,25.8,69.0,10.0,7290,2019-04-20,,0,4,5,0,1,1
475,476,1,23.4,27.1,68.0,19.0,6624,2019-04-21,,0,4,6,0,1,1
476,477,3,16.3,19.5,84.0,23.1,1027,2019-04-22,,0,4,0,1,1,1
477,478,2,13.2,15.1,77.0,20.3,3214,2019-04-23,,0,4,1,1,1,1
478,479,1,17.0,20.3,45.0,16.7,5633,2019-04-24,,0,4,2,1,1,1
479,480,1,19.5,23.5,43.0,8.0,6196,2019-04-25,,0,4,3,1,1,1
480,481,2,20.4,24.2,76.0,11.8,5026,2019-04-26,,0,4,4,1,1,1
481,482,1,18.8,22.6,40.0,23.3,6233,2019-04-27,,0,4,5,0,1,1
482,483,2,15.4,18.9,49.0,8.7,4220,2019-04-28,,0,4,6,0,1,1
483,484,1,18.8,22.5,59.0,7.8,6304,2019-04-29,,0,4,0,1,1,1
484,485,2,19.0,22.9,57.0,11.5,5572,2019-04-30,,0,4,1,1,1,1
485,486,2,25.2,28.9,66.0,10.5,5740,2019-05-01,,0,5,2,1,1,1
486,487,1,23.1,26.9,80.0,9.2,6169,2019-05-02,,0,5,3,1,1,1
487,488,2,23.0,26.9,77.0,9.0,6421,2019-05-03,,0,5,4,1,1,1
488,489,1,25.7,29.5,74.0,10.9,6296,2019-05-04,,0,5,5,0,1,1
489,490,2,25.5,29.2,76.0,10.3,6883,2019-05-05,,0,5,6,0,1,1
490,491,2,23.1,27.3,74.0,10.0,6359,2019-05-06,,0,5,0,1,1,1
491,492,2,22.0,26.4,66.0,15.5,6273,2019-05-07,,0,5,1,1,1,1
492,493,2,23.8,27.9,69.0,19.8,5728,2019-05-08,,0,5,2,1,1,1
493,494,2,23.6,27.7,74.0,14.5,4717,2019-05-09,,0,5,3,1,1,1
494,495,1,20.7,24.6,55.0,21.0,6572,2019-05-10,,0,5,4,1,1,1
495,496,1,21.9,26.0,36.0,15.9,7030,2019-05-11,,0,5,5,0,1,1
496,497,1,23.1,27.2,48.0,8.2,7429,2019-05-12,,0,5,6,0,1,1
497,498,1,25.1,29.3,58.0,15.1,6118,2019-05-13,,0,5,0,1,1,1
498,499,2,23.5,27.5,79.0,14.3,2843,2019-05-14,,0,5,1,1,1,1
499,500,2,25.1,28.8,79.0,9.9,5115,2019-05-15,,0,5,2,1,1,1
500,501,1,26.1,29.8,70.0,8.2,7424,2019-05-16,,0,5,3,1,1,1
501,502,1,24.3,28.6,52.0,15.4,7384,2019-05-17,,0,5,4,1,1,1
502,503,1,23.1,27.6,52.0,9.2,7639,2019-05-18,,0,5,5,0,1,1
503,504,1,24.6,28.3,46.0,5.6,8294,2019-05-19,,0,5,6,0,1,1
504,505,1,25.4,29.2,53.0,17.0,7129,2019-05-20,,0,5,0,1,1,1
505,506,2,24.5,28.3,81.0,15.6,4359,2019-05-21,,0,5,1,1,1,1
506,507,2,25.2,29.0,77.0,7.9,6073,2019-05-22,,0,5,2,1,1,1
507,508,2,25.5,29.2,77.0,6.8,5260,2019-05-23,,0,5,3,1,1,1
508,509,1,26.9,30.3,72.0,11.6,6770,2019-05-24,,0,5,4,1,1,1
509,510,1,27.9,31.4,75.0,9.4,6734,2019-05-25,,0,5,5,0,1,1
510,511,1,28.4,32.1,73.0,13.3,6536,2019-05-26,,0,5,6,0,1,1
511,512,1,28.3,32.1,70.0,14.4,6591,2019-05-27,Memorial Day,1,5,0,0,1,1
512,513,1,29.2,34.0,68.0,13.2,6043,2019-05-28,,0,5,1,1,1,1
513,514,1,29.6,33.6,68.0,19.8,5743,2019-05-29,,0,5,2,1,1,1
514,515,2,26.9,30.6,67.0,9.0,6855,2019-05-30,,0,5,3,1,1,1
515,516,1,27.9,31.6,49.0,13.1,7338,2019-05-31,,0,5,4,1,1,1
516,517,2,26.8,30.4,76.0,15.9,4127,2019-06-01,,0,6,5,0,1,1
517,518,1,23.9,28.3,55.0,12.5,8120,2019-06-02,,0,6,6,0,1,1
518,519,1,24.7,28.8,49.0,12.3,7641,2019-06-03,,0,6,0,1,1,1
519,520,1,24.5,28.9,49.0,19.1,6998,2019-06-04,,0,6,1,1,1,1
520,521,2,22.2,26.3,61.0,14.0,7001,2019-06-05,,0,6,2,1,1,1
521,522,1,22.7,27.1,61.0,5.2,7055,2019-06-06,,0,6,3,1,1,1
522,523,1,24.7,28.5,57.0,10.5,7494,2019-06-07,,0,6,4,1,1,1
523,524,1,26.6,29.9,47.0,11.8,7736,2019-06-08,,0,6,5,0,1,1
524,525,1,29.1,32.4,44.0,9.7,7498,2019-06-09,,0,6,6,0,1,1
525,526,1,29.8,33.2,54.0,9.0,6598,2019-06-10,,0,6,0,1,1,1
526,527,2,29.6,33.0,59.0,13.9,6664,2019-06-11,,0,6,1,1,1,1
527,528,2,26.8,29.9,83.0,14.4,4972,2019-06-12,,0,6,2,1,1,1
528,529,1,26.9,30.6,58.0,23.0,7421,2019-06-13,,0,6,3,1,1,1
529,530,1,26.6,31.2,57.0,17.0,7363,2019-06-14,,0,6,4,1,1,1
530,531,1,26.2,30.0,59.0,11.8,7665,2019-06-15,,0,6,5,0,1,1
531,532,1,25.9,29.7,50.0,11.2,7702,2019-06-16,,0,6,6,0,1,1
532,533,1,24.3,28.6,60.0,9.7,6978,2019-06-17,,0,6,0,1,1,1
533,534,2,23.3,27.2,78.0,11.7,5099,2019-06-18,,0,6,1,1,1,1
534,535,1,28.2,32.7,69.0,9.9,6825,2019-06-19,,0,6,2,1,1,1
535,536,1,32.1,36.0,59.0,7.6,6211,2019-06-20,,0,6,3,1,1,1
536,537,1,33.0,37.6,57.0,8.0,5905,2019-06-21,,0,6,4,1,1,3
537,538,1,31.9,36.2,57.0,12.3,5823,2019-06-22,,0,6,5,0,1,3
538,539,1,30.0,32.6,53.0,12.0,7458,2019-06-23,,0,6,6,0,1,3
539,540,1,30.5,33.7,48.0,9.8,6891,2019-06-24,,0,6,0,1,1,3
540,541,1,29.4,32.7,50.0,20.1,6779,2019-06-25,,0,6,1,1,1,3
541,542,1,25.9,29.7,37.0,23.3,7442,2019-06-26,,0,6,2,1,1,3
542,543,1,28.6,32.0,36.0,18.2,7335,2019-06-27,,0,6,3,1,1,3
543,544,1,30.7,33.8,42.0,11.5,6879,2019-06-28,,0,6,4,1,1,3
544,545,1,34.2,39.3,49.0,11.1,5463,2019-06-29,,0,6,5,0,1,3
545,546,1,31.4,34.4,60.0,10.8,5687,2019-06-30,,0,6,6,0,1,3
546,547,1,33.4,37.5,52.0,11.3,5531,2019-07-01,,0,7,0,1,1,3
547,548,1,32.0,35.1,45.0,13.1,6227,2019-07-02,,0,7,1,1,1,3
548,549,1,32.0,35.1,49.0,8.5,6660,2019-07-03,,0,7,2,1,1,3
549,550,1,32.4,36.6,54.0,9.0,7403,2019-07-04,Independence Day,1,7,3,0,1,3
550,551,1,33.9,38.1,46.0,13.0,6241,2019-07-05,,0,7,4,1,1,3
551,552,1,34.0,37.6,45.0,9.8,6207,2019-07-06,,0,7,5,0,1,3
552,553,1,35.3,40.2,49.0,11.0,4840,2019-07-07,,0,7,6,0,1,3
553,554,1,33.7,39.5,57.0,8.4,4672,2019-07-08,,0,7,0,1,1,3
554,555,2,29.1,32.7,68.0,12.1,6569,2019-07-09,,0,7,1,1,1,3
555,556,2,29.6,33.2,67.0,10.2,6290,2019-07-10,,0,7,2,1,1,3
556,557,1,29.4,32.5,63.0,10.2,7264,2019-07-11,,0,7,3,1,1,3
557,558,1,29.4,32.7,53.0,9.8,7446,2019-07-12,,0,7,4,1,1,3
558,559,2,30.0,33.4,49.0,5.4,7499,2019-07-13,,0,7,5,0,1,3
559,560,2,28.8,33.3,70.0,9.6,6969,2019-07-14,,0,7,6,0,1,3
560,561,1,30.6,35.3,72.0,11.2,6031,2019-07-15,,0,7,0,1,1,3
561,562,1,31.3,36.2,64.0,11.0,6830,2019-07-16,,0,7,1,1,1,3
562,563,1,33.6,37.8,51.0,7.7,6786,2019-07-17,,0,7,2,1,1,3
563,564,1,32.5,37.3,58.0,9.2,5713,2019-07-18,,0,7,3,1,1,3
564,565,1,31.6,35.7,60.0,11.1,6591,2019-07-19,,0,7,4,1,1,3
565,566,2,27.3,30.7,84.0,14.0,5870,2019-07-20,,0,7,5,0,1,3
566,567,3,24.4,27.5,87.0,14.3,4459,2019-07-21,,0,7,6,0,1,3
567,568,2,27.4,31.2,76.0,6.3,7410,2019-07-22,,0,7,0,1,1,3
568,569,1,30.4,34.5,69.0,9.3,6966,2019-07-23,,0,7,1,1,1,3
569,570,1,30.8,35.3,66.0,14.2,7592,2019-07-24,,0,7,2,1,1,3
570,571,1,29.7,32.7,45.0,11.0,8173,2019-07-25,,0,7,3,1,1,3
571,572,1,31.8,37.0,60.0,19.1,6861,2019-07-26,,0,7,4,1,1,3
572,573,1,32.0,36.7,59.0,10.3,6904,2019-07-27,,0,7,5,0,1,3
573,574,1,31.0,34.9,61.0,10.5,6685,2019-07-28,,0,7,6,0,1,3
574,575,1,29.6,33.4,62.0,11.4,6597,2019-07-29,,0,7,0,1,1,3
575,576,1,30.0,34.2,67.0,10.3,7105,2019-07-30,,0,7,1,1,1,3
576,577,1,29.2,33.1,70.0,11.1,7216,2019-07-31,,0,7,2,1,1,3
577,578,1,29.4,33.4,68.0,9.5,7580,2019-08-01,,0,8,3,1,1,3
578,579,1,30.8,35.4,66.0,8.7,7261,2019-08-02,,0,8,4,1,1,3
579,580,2,31.4,36.1,64.0,14.5,7175,2019-08-03,,0,8,5,0,1,3
580,581,1,32.5,37.6,61.0,17.2,6824,2019-08-04,,0,8,6,0,1,3
581,582,1,31.5,36.6,65.0,19.5,5464,2019-08-05,,0,8,0,1,1,3
582,583,2,30.8,35.5,65.0,8.7,7013,2019-08-06,,0,8,1,1,1,3
583,584,2,30.2,34.9,70.0,7.8,7273,2019-08-07,,0,8,2,1,1,3
584,585,2,30.8,35.4,67.0,7.4,7534,2019-08-08,,0,8,3,1,1,3
585,586,1,31.0,35.0,62.0,10.5,7286,2019-08-09,,0,8,4,1,1,3
586,587,2,29.4,33.4,72.0,16.0,5786,2019-08-10,,0,8,5,0,1,3
587,588,2,28.4,31.9,73.0,13.8,6299,2019-08-11,,0,8,6,0,1,3
588,589,1,28.7,32.2,53.0,8.2,6544,2019-08-12,,0,8,0,1,1,3
589,590,1,29.6,33.1,55.0,9.1,6883,2019-08-13,,0,8,1,1,1,3
590,591,1,29.8,33.8,69.0,11.3,6784,2019-08-14,,0,8,2,1,1,3
591,592,1,29.0,32.7,62.0,11.4,7347,2019-08-15,,0,8,3,1,1,3
592,593,1,29.5,32.7,52.0,9.5,7605,2019-08-16,,0,8,4,1,1,3
593,594,1,29.7,12.1,57.0,15.5,7148,2019-08-17,,0,8,5,0,1,3
594,595,1,27.8,30.9,60.0,11.9,7865,2019-08-18,,0,8,6,0,1,3
595,596,2,26.1,30.2,71.0,5.8,4549,2019-08-19,,0,8,0,1,1,3
596,597,2,26.1,29.8,73.0,8.7,6530,2019-08-20,,0,8,1,1,1,3
597,598,1,26.6,30.1,67.0,4.9,7006,2019-08-21,,0,8,2,1,1,3
598,599,1,27.4,31.1,68.0,4.7,7375,2019-08-22,,0,8,3,1,1,3
599,600,1,28.5,31.9,64.0,5.7,7765,2019-08-23,,0,8,4,1,1,3
600,601,2,28.8,32.4,62.0,4.8,7582,2019-08-24,,0,8,5,0,1,3
601,602,2,27.1,30.9,71.0,16.4,6053,2019-08-25,,0,8,6,0,1,3
602,603,2,26.8,29.8,85.0,15.3,5255,2019-08-26,,0,8,0,1,1,3
603,604,1,28.8,32.7,73.0,8.6,6917,2019-08-27,,0,8,1,1,1,3
604,605,1,29.9,33.3,62.0,12.8,7040,2019-08-28,,0,8,2,1,1,3
605,606,1,28.1,31.8,55.0,7.5,7697,2019-08-29,,0,8,3,1,1,3
606,607,1,29.0,32.6,59.0,5.2,7713,2019-08-30,,0,8,4,1,1,3
607,608,1,31.3,34.5,59.0,11.3,7350,2019-08-31,,0,8,5,0,1,3
608,609,2,30.9,35.1,64.0,7.6,6140,2019-09-01,,0,9,6,0,1,3
609,610,2,28.6,32.4,82.0,4.3,5810,2019-09-02,Labor Day,1,9,0,0,1,3
610,611,1,29.0,33.1,79.0,10.1,6034,2019-09-03,,0,9,1,1,1,3
611,612,1,29.8,34.3,76.0,15.8,6864,2019-09-04,,0,9,2,1,1,3
612,613,1,30.2,35.4,74.0,12.6,7112,2019-09-05,,0,9,3,1,1,3
