,registro,clima,temperatura,sens_termica,humedad,viento,registrados,fecha_nueva,festividad,festividad_1,año_bueno,estacion_correcta,mes_bueno,dia_semana_nuevo,no_laboral_nuevo
288,289,1,21.0,25.2,49.0,18.9,3293,2018-10-16,,0,2018,otoño,10,1,1
289,290,1,21.9,25.5,58.0,11.8,3857,2018-10-17,,0,2018,otoño,10,2,1
290,291,2,21.8,26.1,70.0,7.4,4111,2018-10-18,,0,2018,otoño,10,3,1
291,292,3,22.2,25.7,90.0,16.3,2170,2018-10-19,,0,2018,otoño,10,4,1
292,293,1,19.5,23.3,64.0,12.764794520547941,3724,2018-10-20,,0,2018,otoño,10,5,0
293,294,1,17.5,21.2,57.0,14.8,3628,2018-10-21,,0,2018,otoño,10,6,0
294,295,1,17.3,21.3,63.0,6.2,2809,2018-10-22,,0,2018,otoño,10,0,1
295,296,1,17.3,21.1,74.0,6.7,2762,2018-10-23,,0,2018,otoño,10,1,1
296,297,1,19.0,22.9,77.0,8.0,3488,2018-10-24,,0,2018,otoño,10,2,1
297,298,1,19.3,23.2,62.0,11.2,3992,2018-10-25,,0,2018,otoño,10,3,1
298,299,2,19.8,23.6,72.0,10.0,3490,2018-10-26,,0,2018,otoño,10,4,1
299,300,2,19.3,22.9,81.0,13.3,2419,2018-10-27,,0,2018,otoño,10,5,0
300,301,2,13.6,15.9,59.0,15.4,3291,2018-10-28,,0,2018,otoño,10,6,0
301,302,3,10.4,11.4,88.0,23.5,570,2018-10-29,,0,2018,otoño,10,0,1
302,303,1,13.1,16.1,62.0,11.8,2446,2018-10-30,,0,2018,otoño,10,1,1
303,304,1,13.9,17.8,70.0,7.1,3307,2018-10-31,,0,2018,otoño,10,2,1
304,305,1,16.4,19.9,68.0,9.1,3658,2018-11-01,,0,2018,otoño,11,3,1
305,306,1,15.5,19.5,72.0,5.5,3816,2018-11-02,,0,2018,otoño,11,4,1
306,307,1,16.7,20.3,70.0,9.2,3656,2018-11-03,,0,2018,otoño,11,5,0
307,308,2,16.5,20.2,62.0,18.2,3576,2018-11-04,,0,2018,otoño,11,6,0
308,309,1,13.4,16.2,52.0,12.7,2770,2018-11-05,,0,2018,otoño,11,0,1
309,310,1,14.3,18.1,73.0,6.2,2697,2018-11-06,,0,2018,otoño,11,1,1
310,311,1,16.2,20.0,76.0,3.8,3662,2018-11-07,,0,2018,otoño,11,2,1
311,312,1,16.7,20.6,72.0,4.6,3829,2018-11-08,,0,2018,otoño,11,3,1
312,313,1,16.4,20.5,76.0,4.2,3804,2018-11-09,,0,2018,otoño,11,4,1
313,314,2,15.6,18.7,81.0,12.7,2743,2018-11-10,,0,2018,otoño,11,5,0
314,315,1,13.3,15.3,45.0,21.1,2928,2018-11-11,Veterans Day,1,2018,otoño,11,6,0
315,316,1,14.6,17.9,55.0,14.2,2792,2018-11-12,Veterans Day (Observed),1,2018,otoño,11,0,0
316,317,1,18.1,21.5,46.0,18.9,2713,2018-11-13,,0,2018,otoño,11,1,1
317,318,1,21.7,26.2,59.0,20.5,3891,2018-11-14,,0,2018,otoño,11,2,1
318,319,2,21.7,25.4,69.0,13.4,3746,2018-11-15,,0,2018,otoño,11,3,1
319,320,3,18.7,22.6,93.0,9.2,1672,2018-11-16,,0,2018,otoño,11,4,1
320,321,2,14.0,16.2,58.0,20.5,2914,2018-11-17,,0,2018,otoño,11,5,0
321,322,1,11.2,13.6,41.0,11.3,3147,2018-11-18,,0,2018,otoño,11,6,0
322,323,1,13.5,16.2,50.0,15.0,2720,2018-11-19,,0,2018,otoño,11,0,1
323,324,2,19.0,22.9,68.0,12.5,2733,2018-11-20,,0,2018,otoño,11,1,1
324,325,3,18.4,22.3,91.0,9.2,2545,2018-11-21,,0,2018,otoño,11,2,1
325,326,3,17.1,21.1,96.0,8.0,1538,2018-11-22,Thanksgiving,1,2018,otoño,11,3,0
326,327,2,18.1,21.5,76.0,22.5,2454,2018-11-23,,0,2018,otoño,11,4,1
327,328,1,15.3,18.6,55.0,11.2,935,2018-11-24,,0,2018,otoño,11,5,0
328,329,1,15.4,19.0,64.0,6.6,1697,2018-11-25,,0,2018,otoño,11,6,0
329,330,1,15.4,19.3,68.0,4.6,1819,2018-11-26,,0,2018,otoño,11,0,1
330,331,1,18.8,22.8,70.0,14.0,2261,2018-11-27,,0,2018,otoño,11,1,1
331,332,1,20.6,24.5,74.0,9.5,3614,2018-11-28,,0,2018,otoño,11,2,1
332,333,2,18.8,22.6,83.0,17.3,2818,2018-11-29,,0,2018,otoño,11,3,1
333,334,1,13.3,15.6,61.0,18.2,3425,2018-11-30,,0,2018,otoño,11,4,1
334,335,1,12.8,15.3,52.0,14.8,3545,2018-12-01,,0,2018,otoño,12,5,0
335,336,1,12.9,16.6,63.0,6.8,3672,2018-12-02,,0,2018,otoño,12,6,0
336,337,1,12.3,15.5,61.0,6.4,2908,2018-12-03,,0,2018,otoño,12,0,1
337,338,1,13.6,17.5,78.0,5.6,2851,2018-12-04,,0,2018,otoño,12,1,1
338,339,2,15.8,19.7,83.0,4.2,3578,2018-12-05,,0,2018,otoño,12,2,1
339,340,3,19.0,22.8,95.0,15.6,2468,2018-12-06,,0,2018,otoño,12,3,1
340,341,3,16.8,20.0,97.0,17.8,655,2018-12-07,,0,2018,otoño,12,4,1
341,342,1,10.9,12.8,58.0,16.1,3172,2018-12-08,,0,2018,otoño,12,5,0
342,343,1,11.9,15.9,70.0,5.5,3359,2018-12-09,,0,2018,otoño,12,6,0
343,344,1,11.3,13.3,51.0,15.6,2688,2018-12-10,,0,2018,otoño,12,0,1
344,345,1,9.0,12.7,49.0,4.5,2366,2018-12-11,,0,2018,otoño,12,1,1
345,346,1,9.8,13.5,67.0,4.3,3167,2018-12-12,,0,2018,otoño,12,2,1
346,347,1,11.6,15.1,59.0,9.4,3368,2018-12-13,,0,2018,otoño,12,3,1
347,348,2,13.0,16.9,66.0,4.1,3562,2018-12-14,,0,2018,otoño,12,4,1
348,349,2,17.3,20.6,63.0,18.0,3528,2018-12-15,,0,2018,otoño,12,5,0
349,350,2,15.4,18.0,50.0,17.5,3399,2018-12-16,,0,2018,otoño,12,6,0
350,351,2,10.6,12.5,56.0,16.3,2464,2018-12-17,,0,2018,otoño,12,0,1
351,352,1,9.8,12.3,59.0,11.4,2211,2018-12-18,,0,2018,otoño,12,1,1
352,353,1,11.3,14.0,64.0,11.6,3143,2018-12-19,,0,2018,otoño,12,2,1
353,354,2,15.8,19.8,60.0,4.1,3534,2018-12-20,,0,2018,otoño,12,3,1
354,355,2,17.6,21.4,86.0,14.8,2553,2018-12-21,,0,2018,invierno,12,4,1
355,356,2,17.4,21.3,76.0,3.2,2841,2018-12-22,,0,2018,invierno,12,5,0
356,357,1,15.3,18.9,69.0,18.4,2046,2018-12-23,,0,2018,invierno,12,6,0
357,358,1,12.4,15.0,54.0,12.8,856,2018-12-24,,0,2018,invierno,12,0,1
358,359,1,11.3,14.0,68.0,10.4,451,2018-12-25,Christmas Day,1,2018,invierno,12,1,0
359,360,1,13.2,15.8,51.0,16.0,887,2018-12-26,,0,2018,invierno,12,2,1
360,361,2,13.3,16.4,76.0,12.6,1059,2018-12-27,,0,2018,invierno,12,3,1
361,362,1,12.3,14.0,50.0,19.7,2047,2018-12-28,,0,2018,invierno,12,4,1
362,363,1,10.2,13.2,57.0,8.0,2169,2018-12-29,,0,2018,invierno,12,5,0
363,364,1,12.8,15.9,64.0,9.0,2508,2018-12-30,,0,2018,invierno,12,6,0
364,365,1,16.8,20.7,62.0,14.8,1820,2018-12-31,,0,2018,invierno,12,0,1
365,366,1,15.2,18.8,69.0,12.9,1608,2019-01-01,New Year's Day,1,2019,invierno,1,1,0
366,367,1,11.2,12.6,38.0,22.1,1707,2019-01-02,,0,2019,invierno,1,2,1
367,368,1,6.2,6.3,44.0,24.5,2147,2019-01-03,,0,2019,invierno,1,3,1
368,369,2,4.4,6.0,41.0,12.4,2273,2019-01-04,,0,2019,invierno,1,4,1
369,370,1,10.9,13.9,52.0,8.7,3132,2019-01-05,,0,2019,invierno,1,5,0
370,371,1,13.7,17.0,54.0,11.2,3791,2019-01-06,,0,2019,invierno,1,6,0
371,372,1,16.1,19.5,53.0,11.7,3451,2019-01-07,,0,2019,invierno,1,0,1
372,373,1,13.8,17.0,46.0,12.8,2826,2019-01-08,,0,2019,invierno,1,1,1
373,374,2,9.2,12.4,70.0,6.6,2270,2019-01-09,,0,2019,invierno,1,2,1
374,375,1,12.7,15.9,65.0,12.6,3425,2019-01-10,,0,2019,invierno,1,3,1
375,376,2,11.2,14.1,85.0,8.8,2085,2019-01-11,,0,2019,invierno,1,4,1
376,377,2,15.7,19.1,80.0,12.1,3828,2019-01-12,,0,2019,invierno,1,5,0
377,378,1,11.2,12.5,51.0,25.3,3040,2019-01-13,,0,2019,invierno,1,6,0
378,379,1,7.4,9.2,46.0,12.5,2160,2019-01-14,,0,2019,invierno,1,0,1
379,380,1,6.8,8.1,42.0,16.8,2027,2019-01-15,,0,2019,invierno,1,1,1
380,381,1,7.8,9.5,52.0,15.5,2081,2019-01-16,,0,2019,invierno,1,2,1
381,382,2,15.3,18.2,72.0,23.4,2808,2019-01-17,,0,2019,invierno,1,3,1
382,383,1,12.4,13.8,44.0,12.764794520547941,3267,2019-01-18,,0,2019,invierno,1,4,1
383,384,1,7.8,9.5,50.0,14.8,3162,2019-01-19,,0,2019,invierno,1,5,0
384,385,2,8.9,11.0,45.0,13.6,3048,2019-01-20,,0,2019,invierno,1,6,0
385,386,2,7.1,8.7,83.0,14.9,1234,2019-01-21,Martin Luther King Jr. Day,1,2019,invierno,1,0,0
386,387,2,6.7,8.1,80.0,13.4,1781,2019-01-22,,0,2019,invierno,1,1,1
387,388,2,9.0,12.2,91.0,7.4,2287,2019-01-23,,0,2019,invierno,1,2,1
388,389,1,14.0,17.5,84.0,8.3,3900,2019-01-24,,0,2019,invierno,1,3,1
389,390,1,12.1,14.7,64.0,10.8,3803,2019-01-25,,0,2019,invierno,1,4,1
390,391,2,14.0,17.8,77.0,4.9,3831,2019-01-26,,0,2019,invierno,1,5,0
391,392,2,17.4,20.8,74.0,23.0,3187,2019-01-27,,0,2019,invierno,1,6,0
392,393,1,13.0,16.3,54.0,14.1,3248,2019-01-28,,0,2019,invierno,1,0,1
393,394,1,11.6,13.6,31.0,16.1,2685,2019-01-29,,0,2019,invierno,1,1,1
394,395,1,11.0,13.1,40.0,14.5,3498,2019-01-30,,0,2019,invierno,1,2,1
395,396,1,16.0,19.1,42.0,17.5,4185,2019-01-31,,0,2019,invierno,1,3,1
396,397,1,19.2,23.3,51.0,12.7,4275,2019-02-01,,0,2019,invierno,2,4,1
397,398,2,16.4,19.9,67.0,12.5,3571,2019-02-02,,0,2019,invierno,2,5,0
398,399,1,12.8,15.5,53.0,12.0,3841,2019-02-03,,0,2019,invierno,2,6,0
399,400,2,10.8,13.6,78.0,8.2,2448,2019-02-04,,0,2019,invierno,2,0,1
400,401,2,10.9,13.2,69.0,11.8,2629,2019-02-05,,0,2019,invierno,2,1,1
401,402,1,11.6,14.8,62.0,10.3,3578,2019-02-06,,0,2019,invierno,2,2,1
402,403,1,14.5,18.1,50.0,9.9,4176,2019-02-07,,0,2019,invierno,2,3,1
403,404,2,10.5,13.3,72.0,9.0,2693,2019-02-08,,0,2019,invierno,2,4,1
404,405,1,10.9,13.1,56.0,13.0,3667,2019-02-09,,0,2019,invierno,2,5,0
405,406,2,11.5,14.7,54.0,7.8,3604,2019-02-10,,0,2019,invierno,2,6,0
406,407,3,9.2,10.5,73.0,19.4,1977,2019-02-11,,0,2019,invierno,2,0,1
407,408,1,5.2,5.1,46.0,12.764794520547941,1456,2019-02-12,,0,2019,invierno,2,1,1
408,409,1,9.1,11.4,41.0,11.2,3328,2019-02-13,,0,2019,invierno,2,2,1
409,410,2,13.1,16.7,51.0,9.5,3787,2019-02-14,,0,2019,invierno,2,3,1
410,411,1,14.3,17.6,53.0,12.2,4028,2019-02-15,,0,2019,invierno,2,4,1
411,412,2,13.0,16.5,75.0,6.1,2931,2019-02-16,,0,2019,invierno,2,5,0
412,413,1,14.1,17.6,63.0,13.8,3805,2019-02-17,,0,2019,invierno,2,6,0
413,414,1,14.2,17.8,53.0,12.8,2883,2019-02-18,Washington's Birthday,1,2019,invierno,2,0,0
414,415,2,11.5,13.3,52.0,17.0,2071,2019-02-19,,0,2019,invierno,2,1,1
415,416,1,11.5,13.7,51.0,15.3,2627,2019-02-20,,0,2019,invierno,2,2,1
416,417,1,11.8,14.8,59.0,13.8,3614,2019-02-21,,0,2019,invierno,2,3,1
417,418,1,16.2,19.6,57.0,15.7,4379,2019-02-22,,0,2019,invierno,2,4,1
418,419,1,18.6,22.2,55.0,12.8,4546,2019-02-23,,0,2019,invierno,2,5,0
419,420,2,16.7,20.5,74.0,15.9,3241,2019-02-24,,0,2019,invierno,2,6,0
420,421,1,11.9,12.8,40.0,12.764794520547941,2415,2019-02-25,,0,2019,invierno,2,0,1
421,422,1,11.4,13.4,41.0,13.8,2874,2019-02-26,,0,2019,invierno,2,1,1
422,423,1,15.0,17.9,49.0,18.0,4069,2019-02-27,,0,2019,invierno,2,2,1
423,424,1,14.7,17.7,40.0,13.0,4134,2019-02-28,,0,2019,invierno,2,3,1
424,425,1,19.9,23.8,62.0,15.2,4665,2019-03-01,,0,2019,invierno,3,4,1
425,426,2,14.5,18.0,66.0,9.7,2948,2019-03-02,,0,2019,invierno,3,5,0
426,427,2,17.0,20.7,62.0,10.8,3110,2019-03-03,,0,2019,invierno,3,6,0
427,428,1,13.4,15.2,40.0,22.4,2713,2019-03-04,,0,2019,invierno,3,0,1
428,429,1,10.0,12.1,51.0,15.3,3130,2019-03-05,,0,2019,invierno,3,1,1
429,430,1,10.6,12.8,46.0,13.5,3735,2019-03-06,,0,2019,invierno,3,2,1
430,431,1,16.6,19.3,51.0,23.2,4484,2019-03-07,,0,2019,invierno,3,3,1
431,432,1,21.6,26.2,57.0,12.764794520547941,4896,2019-03-08,,0,2019,invierno,3,4,1
432,433,2,16.8,19.9,41.0,12.764794520547941,4122,2019-03-09,,0,2019,invierno,3,5,0
433,434,1,11.8,13.9,35.0,15.1,3150,2019-03-10,,0,2019,invierno,3,6,0
434,435,1,14.8,18.0,48.0,14.9,3253,2019-03-11,,0,2019,invierno,3,0,1
435,436,1,19.1,23.0,49.0,13.9,4460,2019-03-12,,0,2019,invierno,3,1,1
436,437,1,23.2,27.1,62.0,15.9,5085,2019-03-13,,0,2019,invierno,3,2,1
437,438,1,23.5,27.4,51.0,7.7,5315,2019-03-14,,0,2019,invierno,3,3,1
438,439,1,22.9,26.6,58.0,10.0,5187,2019-03-15,,0,2019,invierno,3,4,1
439,440,2,17.9,21.8,84.0,7.6,3830,2019-03-16,,0,2019,invierno,3,5,0
440,441,2,21.1,25.3,76.0,7.4,4681,2019-03-17,,0,2019,invierno,3,6,0
441,442,2,19.4,23.2,81.0,8.5,3685,2019-03-18,,0,2019,invierno,3,0,1
442,443,1,22.3,26.6,73.0,10.9,5171,2019-03-19,,0,2019,invierno,3,1,1
443,444,1,23.0,26.9,81.0,8.1,5042,2019-03-20,,0,2019,invierno,3,2,1
444,445,2,21.8,25.7,82.0,6.0,5108,2019-03-21,,0,2019,primavera,3,3,1
445,446,1,22.7,26.6,83.0,7.9,5537,2019-03-22,,0,2019,primavera,3,4,1
446,447,2,24.7,28.5,69.0,7.8,5893,2019-03-23,,0,2019,primavera,3,5,0
447,448,2,20.6,24.3,89.0,12.9,2339,2019-03-24,,0,2019,primavera,3,6,0
448,449,2,17.9,21.9,88.0,14.8,3464,2019-03-25,,0,2019,primavera,3,0,1
449,450,1,18.3,21.9,48.0,12.764794520547941,4763,2019-03-26,,0,2019,primavera,3,1,1
450,451,1,13.3,15.8,29.0,12.5,4571,2019-03-27,,0,2019,primavera,3,2,1
451,452,1,19.8,23.5,48.0,19.5,5024,2019-03-28,,0,2019,primavera,3,3,1
452,453,1,20.3,24.1,44.0,21.4,5299,2019-03-29,,0,2019,primavera,3,4,1
453,454,2,15.2,18.8,58.0,9.3,4663,2019-03-30,,0,2019,primavera,3,5,0
454,455,2,17.4,21.1,74.0,16.8,3934,2019-03-31,,0,2019,primavera,3,6,0
455,456,2,17.5,20.9,68.0,11.5,3694,2019-04-01,,0,2019,primavera,4,0,1
456,457,1,17.8,21.4,50.0,20.9,4728,2019-04-02,,0,2019,primavera,4,1,1
457,458,1,19.1,23.1,40.0,6.7,5424,2019-04-03,,0,2019,primavera,4,2,1
458,459,1,22.2,26.7,47.0,12.1,5378,2019-04-04,,0,2019,primavera,4,3,1
459,460,1,17.8,21.6,37.0,14.7,5265,2019-04-05,,0,2019,primavera,4,4,1
460,461,1,16.5,19.5,38.0,20.1,4653,2019-04-06,,0,2019,primavera,4,5,0
461,462,1,17.9,21.3,25.0,18.4,3605,2019-04-07,,0,2019,primavera,4,6,0
462,463,1,20.5,24.6,28.0,15.6,2939,2019-04-08,,0,2019,primavera,4,0,1
463,464,1,20.1,23.8,32.0,24.0,4680,2019-04-09,,0,2019,primavera,4,1,1
464,465,1,18.3,21.8,44.0,16.7,5099,2019-04-10,,0,2019,primavera,4,2,1
465,466,1,14.3,16.9,47.0,19.8,4380,2019-04-11,,0,2019,primavera,4,3,1
466,467,1,16.3,19.4,47.0,19.5,4746,2019-04-12,,0,2019,primavera,4,4,1
467,468,1,18.1,21.6,41.0,10.4,5146,2019-04-13,,0,2019,primavera,4,5,0
468,469,1,20.3,24.4,50.0,12.8,4665,2019-04-14,,0,2019,primavera,4,6,0
469,470,1,24.9,28.7,51.0,15.1,4286,2019-04-15,,0,2019,primavera,4,0,1
470,471,1,27.2,30.7,56.0,19.1,5172,2019-04-16,,0,2019,primavera,4,1,1
471,472,1,24.9,29.9,39.0,18.3,5702,2019-04-17,,0,2019,primavera,4,2,1
472,473,2,19.0,22.9,57.0,11.3,4020,2019-04-18,,0,2019,primavera,4,3,1
473,474,1,20.4,24.7,61.0,4.4,5719,2019-04-19,,0,2019,primavera,4,4,1
474,475,1,21.6,25.8,69.0,10.0,5950,2019-04-20,,0,2019,primavera,4,5,0
475,476,1,23.4,27.1,68.0,19.0,4083,2019-04-21,,0,2019,primavera,4,6,0
476,477,3,16.3,19.5,84.0,23.1,907,2019-04-22,,0,2019,primavera,4,0,1
477,478,2,13.2,15.1,77.0,20.3,3019,2019-04-23,,0,2019,primavera,4,1,1
478,479,1,17.0,20.3,45.0,16.7,5115,2019-04-24,,0,2019,primavera,4,2,1
479,480,1,19.5,23.5,43.0,8.0,5541,2019-04-25,,0,2019,primavera,4,3,1
480,481,2,20.4,24.2,76.0,11.8,4551,2019-04-26,,0,2019,primavera,4,4,1
481,482,1,18.8,22.6,40.0,23.3,5219,2019-04-27,,0,2019,primavera,4,5,0
482,483,2,15.4,18.9,49.0,8.7,3100,2019-04-28,,0,2019,primavera,4,6,0
483,484,1,18.8,22.5,59.0,7.8,4075,2019-04-29,,0,2019,primavera,4,0,1
484,485,2,19.0,22.9,57.0,11.5,4907,2019-04-30,,0,2019,primavera,4,1,1
485,486,2,25.2,28.9,66.0,10.5,5087,2019-05-01,,0,2019,primavera,5,2,1
486,487,1,23.1,26.9,80.0,9.2,5502,2019-05-02,,0,2019,primavera,5,3,1
487,488,2,23.0,26.9,77.0,9.0,5657,2019-05-03,,0,2019,primavera,5,4,1
488,489,1,25.7,29.5,74.0,10.9,5227,2019-05-04,,0,2019,primavera,5,5,0
489,490,2,25.5,29.2,76.0,10.3,4387,2019-05-05,,0,2019,primavera,5,6,0
490,491,2,23.1,27.3,74.0,10.0,4224,2019-05-06,,0,2019,primavera,5,0,1
491,492,2,22.0,26.4,66.0,15.5,5265,2019-05-07,,0,2019,primavera,5,1,1
492,493,2,23.8,27.9,69.0,19.8,4990,2019-05-08,,0,2019,primavera,5,2,1
493,494,2,23.6,27.7,74.0,14.5,4097,2019-05-09,,0,2019,primavera,5,3,1
494,495,1,20.7,24.6,55.0,21.0,5546,2019-05-10,,0,2019,primavera,5,4,1
495,496,1,21.9,26.0,36.0,15.9,5711,2019-05-11,,0,2019,primavera,5,5,0
496,497,1,23.1,27.2,48.0,8.2,4807,2019-05-12,,0,2019,primavera,5,6,0
497,498,1,25.1,29.3,58.0,15.1,3946,2019-05-13,,0,2019,primavera,5,0,1
498,499,2,23.5,27.5,79.0,14.3,2501,2019-05-14,,0,2019,primavera,5,1,1
499,500,2,25.1,28.8,79.0,9.9,4490,2019-05-15,,0,2019,primavera,5,2,1
500,501,1,26.1,29.8,70.0,8.2,6433,2019-05-16,,0,2019,primavera,5,3,1
501,502,1,24.3,28.6,52.0,15.4,6142,2019-05-17,,0,2019,primavera,5,4,1
502,503,1,23.1,27.6,52.0,9.2,6118,2019-05-18,,0,2019,primavera,5,5,0
503,504,1,24.6,28.3,46.0,5.6,4884,2019-05-19,,0,2019,primavera,5,6,0
504,505,1,25.4,29.2,53.0,17.0,4425,2019-05-20,,0,2019,primavera,5,0,1
505,506,2,24.5,28.3,81.0,15.6,3729,2019-05-21,,0,2019,primavera,5,1,1
506,507,2,25.2,29.0,77.0,7.9,5254,2019-05-22,,0,2019,primavera,5,2,1
507,508,2,25.5,29.2,77.0,6.8,4494,2019-05-23,,0,2019,primavera,5,3,1
508,509,1,26.9,30.3,72.0,11.6,5711,2019-05-24,,0,2019,primavera,5,4,1
509,510,1,27.9,31.4,75.0,9.4,5317,2019-05-25,,0,2019,primavera,5,5,0
510,511,1,28.4,32.1,73.0,13.3,3681,2019-05-26,,0,2019,primavera,5,6,0
511,512,1,28.3,32.1,70.0,14.4,3308,2019-05-27,Memorial Day,1,2019,primavera,5,0,0
512,513,1,29.2,34.0,68.0,13.2,3486,2019-05-28,,0,2019,primavera,5,1,1
513,514,1,29.6,33.6,68.0,19.8,4863,2019-05-29,,0,2019,primavera,5,2,1
514,515,2,26.9,30.6,67.0,9.0,6110,2019-05-30,,0,2019,primavera,5,3,1
515,516,1,27.9,31.6,49.0,13.1,6238,2019-05-31,,0,2019,primavera,5,4,1
516,517,2,26.8,30.4,76.0,15.9,3594,2019-06-01,,0,2019,primavera,6,5,0
517,518,1,23.9,28.3,55.0,12.5,5325,2019-06-02,,0,2019,primavera,6,6,0
518,519,1,24.7,28.8,49.0,12.3,5147,2019-06-03,,0,2019,primavera,6,0,1
519,520,1,24.5,28.9,49.0,19.1,5927,2019-06-04,,0,2019,primavera,6,1,1
520,521,2,22.2,26.3,61.0,14.0,6033,2019-06-05,,0,2019,primavera,6,2,1
521,522,1,22.7,27.1,61.0,5.2,6028,2019-06-06,,0,2019,primavera,6,3,1
522,523,1,24.7,28.5,57.0,10.5,6456,2019-06-07,,0,2019,primavera,6,4,1
523,524,1,26.6,29.9,47.0,11.8,6248,2019-06-08,,0,2019,primavera,6,5,0
524,525,1,29.1,32.4,44.0,9.7,4790,2019-06-09,,0,2019,primavera,6,6,0
525,526,1,29.8,33.2,54.0,9.0,4374,2019-06-10,,0,2019,primavera,6,0,1
526,527,2,29.6,33.0,59.0,13.9,5647,2019-06-11,,0,2019,primavera,6,1,1
527,528,2,26.8,29.9,83.0,14.4,4495,2019-06-12,,0,2019,primavera,6,2,1
528,529,1,26.9,30.6,58.0,23.0,6248,2019-06-13,,0,2019,primavera,6,3,1
529,530,1,26.6,31.2,57.0,17.0,6183,2019-06-14,,0,2019,primavera,6,4,1
530,531,1,26.2,30.0,59.0,11.8,6102,2019-06-15,,0,2019,primavera,6,5,0
531,532,1,25.9,29.7,50.0,11.2,4739,2019-06-16,,0,2019,primavera,6,6,0
532,533,1,24.3,28.6,60.0,9.7,4344,2019-06-17,,0,2019,primavera,6,0,1
533,534,2,23.3,27.2,78.0,11.7,4446,2019-06-18,,0,2019,primavera,6,1,1
534,535,1,28.2,32.7,69.0,9.9,5857,2019-06-19,,0,2019,primavera,6,2,1
535,536,1,32.1,36.0,59.0,7.6,5339,2019-06-20,,0,2019,primavera,6,3,1
536,537,1,33.0,37.6,57.0,8.0,5127,2019-06-21,,0,2019,verano,6,4,1
537,538,1,31.9,36.2,57.0,12.3,4859,2019-06-22,,0,2019,verano,6,5,0
538,539,1,30.0,32.6,53.0,12.0,4801,2019-06-23,,0,2019,verano,6,6,0
539,540,1,30.5,33.7,48.0,9.8,4340,2019-06-24,,0,2019,verano,6,0,1
540,541,1,29.4,32.7,50.0,20.1,5640,2019-06-25,,0,2019,verano,6,1,1
541,542,1,25.9,29.7,37.0,23.3,6365,2019-06-26,,0,2019,verano,6,2,1
542,543,1,28.6,32.0,36.0,18.2,6258,2019-06-27,,0,2019,verano,6,3,1
543,544,1,30.7,33.8,42.0,11.5,5958,2019-06-28,,0,2019,verano,6,4,1
544,545,1,34.2,39.3,49.0,11.1,4634,2019-06-29,,0,2019,verano,6,5,0
545,546,1,31.4,34.4,60.0,10.8,4232,2019-06-30,,0,2019,verano,6,6,0
546,547,1,33.4,37.5,52.0,11.3,4110,2019-07-01,,0,2019,verano,7,0,1
547,548,1,32.0,35.1,45.0,13.1,5323,2019-07-02,,0,2019,verano,7,1,1
548,549,1,32.0,35.1,49.0,8.5,5608,2019-07-03,,0,2019,verano,7,2,1
549,550,1,32.4,36.6,54.0,9.0,4841,2019-07-04,Independence Day,1,2019,verano,7,3,0
550,551,1,33.9,38.1,46.0,13.0,4836,2019-07-05,,0,2019,verano,7,4,1
551,552,1,34.0,37.6,45.0,9.8,4841,2019-07-06,,0,2019,verano,7,5,0
552,553,1,35.3,40.2,49.0,11.0,3392,2019-07-07,,0,2019,verano,7,6,0
553,554,1,33.7,39.5,57.0,8.4,3469,2019-07-08,,0,2019,verano,7,0,1
554,555,2,29.1,32.7,68.0,12.1,5571,2019-07-09,,0,2019,verano,7,1,1
555,556,2,29.6,33.2,67.0,10.2,5336,2019-07-10,,0,2019,verano,7,2,1
556,557,1,29.4,32.5,63.0,10.2,6289,2019-07-11,,0,2019,verano,7,3,1
557,558,1,29.4,32.7,53.0,9.8,6414,2019-07-12,,0,2019,verano,7,4,1
558,559,2,30.0,33.4,49.0,5.4,5988,2019-07-13,,0,2019,verano,7,5,0
559,560,2,28.8,33.3,70.0,9.6,4614,2019-07-14,,0,2019,verano,7,6,0
560,561,1,30.6,35.3,72.0,11.2,4111,2019-07-15,,0,2019,verano,7,0,1
561,562,1,31.3,36.2,64.0,11.0,5742,2019-07-16,,0,2019,verano,7,1,1
562,563,1,33.6,37.8,51.0,7.7,5865,2019-07-17,,0,2019,verano,7,2,1
563,564,1,32.5,37.3,58.0,9.2,4914,2019-07-18,,0,2019,verano,7,3,1
564,565,1,31.6,35.7,60.0,11.1,5703,2019-07-19,,0,2019,verano,7,4,1
565,566,2,27.3,30.7,84.0,14.0,5123,2019-07-20,,0,2019,verano,7,5,0
566,567,3,24.4,27.5,87.0,14.3,3195,2019-07-21,,0,2019,verano,7,6,0
567,568,2,27.4,31.2,76.0,6.3,4866,2019-07-22,,0,2019,verano,7,0,1
568,569,1,30.4,34.5,69.0,9.3,5831,2019-07-23,,0,2019,verano,7,1,1
569,570,1,30.8,35.3,66.0,14.2,6452,2019-07-24,,0,2019,verano,7,2,1
570,571,1,29.7,32.7,45.0,11.0,6790,2019-07-25,,0,2019,verano,7,3,1
571,572,1,31.8,37.0,60.0,19.1,5825,2019-07-26,,0,2019,verano,7,4,1
572,573,1,32.0,36.7,59.0,10.3,5645,2019-07-27,,0,2019,verano,7,5,0
573,574,1,31.0,34.9,61.0,10.5,4451,2019-07-28,,0,2019,verano,7,6,0
574,575,1,29.6,33.4,62.0,11.4,4444,2019-07-29,,0,2019,verano,7,0,1
575,576,1,30.0,34.2,67.0,10.3,6065,2019-07-30,,0,2019,verano,7,1,1
