,registro,clima,temperatura,sens_termica,humedad,viento,registrados,fecha_nueva,festividad,festividad_1,año_bueno,estacion_correcta,mes_bueno,dia_semana_nuevo,no_laboral_nuevo
198,199,1,1.3704173758831883,1.408929823584594,0.1493500670305296,0.4206027682927742,3617,2018-07-18,,0,2018,verano,7,2,1
199,200,1,1.5303712240516145,1.6790853086994921,0.1493500670305296,-0.7751195329418133,3789,2018-07-19,,0,2018,verano,7,3,1
200,201,1,1.4903827620095078,1.666805513921542,0.5790178407024418,-1.0268505437280426,3688,2018-07-20,,0,2018,verano,7,4,1
201,202,2,1.743643021609516,2.15799730503954,0.43579524947847104,0.5045131052215173,3152,2018-07-21,,0,2018,verano,7,5,0
202,203,1,1.9302558444726798,2.24395586848519,-0.35192900225336793,-0.7541419487096277,2825,2018-07-22,,0,2018,verano,7,6,0
203,204,1,1.9302558444726798,2.022919562482091,-0.9248193671492508,-0.7751195329418133,2298,2018-07-23,,0,2018,verano,7,0,1
204,205,1,1.8236199456937294,1.9615205885923415,-0.566762889089324,-0.2506799271371696,2556,2018-07-24,,0,2018,verano,7,1,1
205,206,1,1.3570878885358193,1.5071681818081932,0.9370743187623686,-1.3415143072108289,3272,2018-07-25,,0,2018,verano,7,2,1
206,207,1,1.5037122493568769,1.3598106444727935,-0.6383741847013094,0.18984934173873105,3840,2018-07-26,,0,2018,verano,7,3,1
207,208,1,1.5303712240516145,1.322971260138944,-1.6409323232691044,-0.04090408481531211,3901,2018-07-27,,0,2018,verano,7,4,1
208,209,1,1.5570301987463522,1.6299661295876926,-0.35192900225336793,-0.1038368375118695,3784,2018-07-28,,0,2018,verano,7,5,0
209,210,1,1.8769378950832045,1.912401409480541,-0.6383741847013094,-0.1667695902084269,3176,2018-07-29,,0,2018,verano,7,6,0
210,211,1,1.6903250722200407,1.5562873609199928,-1.139653253985207,-0.2506799271371696,2916,2018-07-30,,0,2018,verano,7,0,1
211,212,1,1.6903250722200407,1.5685671556979428,-1.0680419583732215,-0.313612679833727,2778,2018-07-31,,0,2018,verano,7,1,1
212,213,1,1.5037122493568769,1.408929823584594,-0.566762889089324,-0.41850060099465575,3537,2018-08-01,,0,2018,verano,8,2,1
213,214,1,1.5703596860937212,1.4334894131404934,-0.9964306627612363,0.27375967866747414,4044,2018-08-02,,0,2018,verano,8,3,1
214,215,2,1.2904404517989752,1.2615722862491943,0.22096136264251498,-0.7121867802452563,3107,2018-08-03,,0,2018,verano,8,4,1
215,216,2,1.1704750656726555,1.163333928025595,0.9370743187623686,0.14789417327435933,3777,2018-08-04,,0,2018,verano,8,5,0
216,217,1,1.1704750656726555,1.1142147489137946,0.006127475806558878,-0.019926500583126436,3843,2018-08-05,,0,2018,verano,8,6,0
217,218,2,1.2104635277147617,1.237012696693294,0.9370743187623686,0.5884234421502603,2773,2018-08-06,,0,2018,verano,8,0,1
218,219,1,1.3437584011884502,1.482608592252293,0.8654630231503833,0.21082692597091673,2487,2018-08-07,,0,2018,verano,8,1,1
219,220,1,1.4770532746621388,1.408929823584594,-0.28031770664138256,0.08496142057780232,3480,2018-08-08,,0,2018,verano,8,2,1
220,221,1,1.5303712240516145,1.5317277713640933,-0.4235402978653533,-0.5024109379233989,3695,2018-08-09,,0,2018,verano,8,3,1
221,222,1,1.4770532746621388,1.2861318758050946,-1.4977097320451338,0.18984934173873105,3896,2018-08-10,,0,2018,verano,8,4,1
222,223,1,1.2104635277147617,1.0896551593578951,-1.4977097320451338,-0.313612679833727,3980,2018-08-11,,0,2018,verano,8,5,0
223,224,1,1.1571455783252864,1.1019349541358452,-1.4977097320451338,-0.8590298698705564,3854,2018-08-12,,0,2018,verano,8,6,0
224,225,2,1.037180192198967,1.0528157750240448,0.7222404319264125,0.3576700155962168,2646,2018-08-13,,0,2018,verano,8,0,1
225,226,2,0.9838622428094913,0.9177380324665957,1.3667420924342808,0.5045131052215173,2482,2018-08-14,,0,2018,verano,8,1,1
226,227,1,0.930544293420016,0.868618853354796,0.5790178407024418,0.3157148471318455,3563,2018-08-15,,0,2018,verano,8,2,1
227,228,1,1.11715711628318,1.0528157750240448,-0.35192900225336793,0.6933113633111891,4004,2018-08-16,,0,2018,verano,8,3,1
228,229,1,1.2504519897568684,1.1756137228035444,-0.35192900225336793,-0.6072988590843276,4026,2018-08-17,,0,2018,verano,8,4,1
229,230,1,1.183804553020024,1.151054133247645,0.1493500670305296,0.6513561948468174,3166,2018-08-18,,0,2018,verano,8,5,0
230,231,2,1.037180192198967,0.9791370063563454,0.6506291363144272,-0.6702316117808845,3356,2018-08-19,,0,2018,verano,8,6,0
231,232,1,1.1038276289358113,1.065095569801995,0.29257265825450035,-1.152716049121157,3277,2018-08-20,,0,2018,verano,8,0,1
232,233,1,1.1704750656726555,1.237012696693294,1.008685614374354,0.8821096214008606,2624,2018-08-21,,0,2018,verano,8,1,1
233,234,1,1.0771686542410732,1.0036965959122452,-1.139653253985207,1.259706137580204,3925,2018-08-22,,0,2018,verano,8,2,1
234,235,1,0.7972494199463275,0.8072198794650464,-1.2112645495971923,-0.5653436906199558,4614,2018-08-23,,0,2018,verano,8,3,1
235,236,1,0.9705327554621227,0.9545774168004456,-0.20870641102939722,0.945042374097418,4181,2018-08-24,,0,2018,verano,8,4,1
236,237,2,1.023850704851598,1.0528157750240448,1.008685614374354,0.33669243136403115,3107,2018-08-25,,0,2018,verano,8,5,0
237,238,1,1.11715711628318,1.138774338469695,0.9370743187623686,-1.4464022283717575,3893,2018-08-26,,0,2018,verano,8,6,0
238,239,2,1.0105212175042289,0.9914168011342955,1.5815759792702369,2.665204281136649,889,2018-08-27,,0,2018,verano,8,0,1
239,240,1,1.1571455783252864,1.065095569801995,-0.49515159347733867,1.6582802379917332,2919,2018-08-28,,0,2018,verano,8,1,1
240,241,1,0.7705904452515898,0.819499674242996,-0.566762889089324,-0.3765454325302844,3905,2018-08-29,,0,2018,verano,8,2,1
241,242,1,0.7839199325989584,0.7335411107973465,-0.566762889089324,-0.8590298698705564,4429,2018-08-30,,0,2018,verano,8,3,1
242,243,1,0.8772263440305403,0.8440592637988963,-0.20870641102939722,-1.4464022283717575,4370,2018-08-31,,0,2018,verano,8,4,1
243,244,1,0.8772263440305403,0.8563390585768459,0.07773877141854424,-0.6282764433165132,4332,2018-09-01,,0,2018,verano,9,5,0
244,245,2,0.810578907293696,0.7949400846870962,0.7222404319264125,-0.6492540275486989,3852,2018-09-02,,0,2018,verano,9,6,0
245,246,1,0.9438737807673846,0.9791370063563454,0.6506291363144272,-0.019926500583126436,2549,2018-09-03,Labor Day,1,2018,verano,9,0,0
246,247,1,1.1704750656726555,1.1756137228035444,0.7938517275383978,0.27375967866747414,2419,2018-09-04,,0,2018,verano,9,1,1
247,248,2,0.9705327554621227,0.9300178272445458,1.1519082055983247,0.37864759982840285,2115,2018-09-05,,0,2018,verano,9,2,1
248,249,3,0.23741095135683557,0.2546291144572988,1.8680211617181783,2.203697428028563,2506,2018-09-06,,0,2018,verano,9,3,1
249,250,3,0.5706481350410569,0.42654624134859787,2.0828550485541344,-1.2576039702820856,1878,2018-09-07,,0,2018,verano,9,4,1
250,251,3,0.7572609579042208,0.5002250100162977,2.2260776397781052,0.08496142057780232,1689,2018-09-08,,0,2018,verano,9,5,0
251,252,2,0.8372378819884341,0.6353027525737468,1.9396324573301638,-0.8800074541027421,3127,2018-09-09,,0,2018,verano,9,6,0
252,253,1,0.9038853187252784,0.819499674242996,0.8654630231503833,-0.4604557694590271,3595,2018-09-10,,0,2018,verano,9,0,1
253,254,1,0.8638968566831717,0.8317794690209461,0.5790178407024418,-1.0058729594958566,3413,2018-09-11,,0,2018,verano,9,1,1
254,255,1,0.810578907293696,0.7826602899091465,0.43579524947847104,-1.3624918914430144,4023,2018-09-12,,0,2018,verano,9,2,1
255,256,1,0.8505673693358027,0.7949400846870962,0.5790178407024418,-0.6282764433165132,4062,2018-09-13,,0,2018,verano,9,3,1
256,257,1,0.9705327554621227,0.9300178272445458,0.5074065450904565,-0.2716575113693556,4138,2018-09-14,,0,2018,verano,9,4,1
257,258,2,0.450682748914737,0.48794521523834755,0.5790178407024418,1.1967733848836468,3231,2018-09-15,,0,2018,verano,9,5,0
258,259,2,-0.14914418171686158,-0.07692534454734967,-0.28031770664138256,-0.313612679833727,4018,2018-09-16,,0,2018,verano,9,6,0
259,260,2,-0.015849308243173005,0.02131301367624954,0.6506291363144272,0.043006252113430586,3077,2018-09-17,,0,2018,verano,9,0,1
260,261,1,0.06412761584104032,0.0949917823439494,0.5074065450904565,-0.1038368375118695,2921,2018-09-18,,0,2018,verano,9,1,1
261,262,2,0.2907289007463108,0.3405876779029483,0.43579524947847104,-0.48143335369121315,3848,2018-09-19,,0,2018,verano,9,2,1
262,263,2,0.35737633748315506,0.3528674726808984,1.796409866106193,-0.7331643644774419,3203,2018-09-20,,0,2018,verano,9,3,1
263,264,2,0.5439891603463188,0.4633856256824478,1.9396324573301638,-1.2576039702820856,3813,2018-09-21,,0,2018,verano,9,4,1
264,265,2,0.7306019832094832,0.48794521523834755,1.9396324573301638,-0.817074701406185,4240,2018-09-22,,0,2018,verano,9,5,0
265,266,2,0.6239660844305323,0.2914684987911487,2.440911526614061,-1.5093349810683148,2137,2018-09-23,,0,2018,otoño,9,6,0
266,267,2,0.6106365970831632,0.5493441891280973,1.6531872748822223,-1.5093349810683148,3647,2018-09-24,,0,2018,otoño,9,0,1
267,268,2,0.7572609579042208,0.5984633682398973,1.5099646836582514,-1.9079090814798438,3466,2018-09-25,,0,2018,otoño,9,1,1
268,269,2,0.8372378819884341,0.7089815212414466,1.5815759792702369,-1.068805712192414,3946,2018-09-26,,0,2018,otoño,9,2,1
269,270,2,0.7705904452515898,0.610743163017847,1.8680211617181783,-0.9639177910314851,3643,2018-09-27,,0,2018,otoño,9,3,1
270,271,2,0.7572609579042208,0.6230229577957972,1.5815759792702369,-0.5233885221555845,3427,2018-09-28,,0,2018,otoño,9,4,1
271,272,1,0.6639545464726389,0.610743163017847,0.5074065450904565,-0.18774717444061256,4186,2018-09-29,,0,2018,otoño,9,5,0
272,273,1,0.3707058248305241,0.42654624134859787,0.1493500670305296,0.27375967866747414,4372,2018-09-30,,0,2018,otoño,9,6,0
273,274,2,-0.46905187805371396,-0.3839202139960983,0.8654630231503833,1.4904595641342477,1949,2018-10-01,,0,2018,otoño,10,0,1
274,275,2,-0.762300599695829,-0.7891534416684466,1.1519082055983247,0.5045131052215173,2302,2018-10-02,,0,2018,otoño,10,1,1
275,276,2,-0.6023467515274025,-0.5067181617755978,0.9370743187623686,-1.4464022283717575,3240,2018-10-03,,0,2018,otoño,10,2,1
276,277,1,-0.06916725763264825,-0.015526370657599948,0.5790178407024418,0.27375967866747414,3970,2018-10-04,,0,2018,otoño,10,3,1
277,278,1,0.23741095135683557,0.3283078831249982,0.1493500670305296,-0.12481442174405517,4267,2018-10-05,,0,2018,otoño,10,4,1
278,279,1,-0.002519820895803961,0.03359280845419966,-0.06548381980542649,-0.7331643644774419,4126,2018-10-06,,0,2018,otoño,10,5,0
279,280,1,0.0774571031884089,0.18095034578959893,0.3641839538664857,-2.306483181891373,4036,2018-10-07,,0,2018,otoño,10,6,0
280,281,1,0.14410453992525318,0.24234931967934864,0.5074065450904565,-1.991819418408587,3174,2018-10-08,Columbus Day,1,2018,otoño,10,0,0
281,282,1,0.25074043870420415,0.3037482935690984,0.7222404319264125,-1.719110823390172,3114,2018-10-09,,0,2018,otoño,10,1,1
282,283,1,0.4106942868726303,0.41426644657064815,0.7222404319264125,-2.0337745868729584,3603,2018-10-10,,0,2018,otoño,10,2,1
283,284,2,0.3840353121778927,0.43882603612654797,1.2951307968222954,-0.6072988590843276,3896,2018-10-11,,0,2018,otoño,10,3,1
284,285,3,0.2640699260515732,0.26690890923524846,2.011243752942149,0.8611320371686753,2199,2018-10-12,,0,2018,otoño,10,4,1
285,286,2,0.5173301856515813,0.4756654204603979,1.9396324573301638,-0.6282764433165132,2623,2018-10-13,,0,2018,otoño,10,5,0
286,287,2,0.30405838809367985,0.3405876779029483,0.6506291363144272,0.5254906894537029,3115,2018-10-14,,0,2018,otoño,10,6,0
287,288,1,0.06412761584104032,0.144110961455749,-1.0680419583732215,1.0079751267939754,3318,2018-10-15,,0,2018,otoño,10,0,1
288,289,1,0.09078659053577794,0.18095034578959893,-0.9964306627612363,1.343616474508947,3293,2018-10-16,,0,2018,otoño,10,1,1
289,290,1,0.21075197666209747,0.21778973012344885,-0.35192900225336793,-0.14579200597624087,3857,2018-10-17,,0,2018,otoño,10,2,1
290,291,2,0.1974224893147289,0.2914684987911487,0.5074065450904565,-1.068805712192414,4111,2018-10-18,,0,2018,otoño,10,3,1
291,292,3,0.25074043870420415,0.24234931967934864,1.9396324573301638,0.7981992844721179,2170,2018-10-19,,0,2018,otoño,10,4,1
292,293,1,-0.10915571967475492,-0.052365754991449874,0.07773877141854424,0.05659857723921558,3724,2018-10-20,,0,2018,otoño,10,5,0
293,294,1,-0.37574546662213204,-0.3102414453283989,-0.4235402978653533,0.4835355209893316,3628,2018-10-21,,0,2018,otoño,10,6,0
294,295,1,-0.40240444131686964,-0.29796165055044876,0.006127475806558878,-1.3205367229786429,2809,2018-10-22,,0,2018,otoño,10,0,1
295,296,1,-0.40240444131686964,-0.3225212401063486,0.7938517275383978,-1.215648801817714,2762,2018-10-23,,0,2018,otoño,10,1,1
296,297,1,-0.1758031564115992,-0.10148493410324992,1.008685614374354,-0.9429402067992995,3488,2018-10-24,,0,2018,otoño,10,2,1
297,298,1,-0.13581469436949253,-0.0646455497694,-0.06548381980542649,-0.2716575113693556,3992,2018-10-25,,0,2018,otoño,10,3,1
298,299,2,-0.06916725763264825,-0.015526370657599948,0.6506291363144272,-0.5233885221555845,3490,2018-10-26,,0,2018,otoño,10,4,1
299,300,2,-0.13581469436949253,-0.10148493410324992,1.2951307968222954,0.16887175750654537,2419,2018-10-27,,0,2018,otoño,10,5,0
300,301,2,-0.8955954731695175,-0.9610705685597459,-0.28031770664138256,0.609401026382446,3291,2018-10-28,,0,2018,otoño,10,6,0
301,302,3,-1.322139068285321,-1.5136613335674935,1.796409866106193,2.3085853491894914,570,2018-10-29,,0,2018,otoño,10,0,1
302,303,1,-0.9622429099063617,-0.9365109790038458,-0.06548381980542649,-0.14579200597624087,2446,2018-10-30,,0,2018,otoño,10,1,1
303,304,1,-0.8556070111274109,-0.7277544677786969,0.5074065450904565,-1.1317384648889712,3307,2018-10-31,,0,2018,otoño,10,2,1
304,305,1,-0.5223698274431897,-0.4698787774417483,0.3641839538664857,-0.7121867802452563,3658,2018-11-01,,0,2018,otoño,11,3,1
305,306,1,-0.6423352135695092,-0.5189979565535479,0.6506291363144272,-1.4673798126039432,3816,2018-11-02,,0,2018,otoño,11,4,1
306,307,1,-0.482381365401083,-0.42075959832994825,0.5074065450904565,-0.6912091960130706,3656,2018-11-03,,0,2018,otoño,11,5,0
307,308,2,-0.5090403400958207,-0.43303939310789835,-0.06548381980542649,1.1967733848836468,3576,2018-11-04,,0,2018,otoño,11,6,0
308,309,1,-0.9222544478642551,-0.9242311842258962,-0.7815967759252801,0.043006252113430586,2770,2018-11-05,,0,2018,otoño,11,0,1
309,310,1,-0.8022890617379353,-0.690915083444847,0.7222404319264125,-1.3205367229786429,2697,2018-11-06,,0,2018,otoño,11,1,1
310,311,1,-0.5490288021379273,-0.45759898266379817,0.9370743187623686,-1.8239987445511008,3662,2018-11-07,,0,2018,otoño,11,2,1
311,312,1,-0.482381365401083,-0.3839202139960983,0.6506291363144272,-1.656178070693615,3829,2018-11-08,,0,2018,otoño,11,3,1
312,313,1,-0.5223698274431897,-0.39620000877404843,0.9370743187623686,-1.7400884076223582,3804,2018-11-09,,0,2018,otoño,11,4,1
313,314,2,-0.6290057262221403,-0.6172363147771476,1.2951307968222954,0.043006252113430586,2743,2018-11-10,,0,2018,otoño,11,5,0
314,315,1,-0.935583935211624,-1.0347493372274454,-1.2828758452091777,1.805123327617034,2928,2018-11-11,Veterans Day,1,2018,otoño,11,6,0
315,316,1,-0.762300599695829,-0.7154746730007472,-0.566762889089324,0.3576700155962168,2792,2018-11-12,Veterans Day (Observed),1,2018,otoño,11,0,0
316,317,1,-0.29576854253791873,-0.273402060994549,-1.2112645495971923,1.343616474508947,2713,2018-11-13,,0,2018,otoño,11,1,1
317,318,1,0.18409300196735984,0.3037482935690984,-0.28031770664138256,1.6792578222239192,3891,2018-11-14,,0,2018,otoño,11,2,1
318,319,2,0.18409300196735984,0.20550993534549872,0.43579524947847104,0.18984934173873105,3746,2018-11-15,,0,2018,otoño,11,3,1
319,320,3,-0.21579161845370587,-0.13832431843709941,2.15446634416612,-0.6912091960130706,1672,2018-11-16,,0,2018,otoño,11,4,1
320,321,2,-0.8422775237800421,-0.9242311842258962,-0.35192900225336793,1.6792578222239192,2914,2018-11-17,,0,2018,otoño,11,5,0
321,322,1,-1.21550316950637,-1.2435058484525947,-1.5693210276571192,-0.2506799271371696,3147,2018-11-18,,0,2018,otoño,11,6,0
322,323,1,-0.9089249605168863,-0.9242311842258962,-0.9248193671492508,0.5254906894537029,2720,2018-11-19,,0,2018,otoño,11,0,1
323,324,2,-0.1758031564115992,-0.10148493410324992,0.3641839538664857,0.0010510836490592388,2733,2018-11-20,,0,2018,otoño,11,1,1
324,325,3,-0.2557800804958125,-0.17516370277094934,2.011243752942149,-0.6912091960130706,2545,2018-11-21,,0,2018,otoño,11,2,1
325,326,3,-0.4290634160116073,-0.3225212401063486,2.369300231002076,-0.9429402067992995,1538,2018-11-22,Thanksgiving,1,2018,otoño,11,3,0
326,327,2,-0.29576854253791873,-0.273402060994549,0.9370743187623686,2.0988095068676342,2454,2018-11-23,,0,2018,otoño,11,4,1
327,328,1,-0.6689941882642468,-0.6295161095550973,-0.566762889089324,-0.2716575113693556,935,2018-11-24,,0,2018,otoño,11,5,0
328,329,1,-0.655664700916878,-0.5803969304432977,0.07773877141854424,-1.2366263860499,1697,2018-11-25,,0,2018,otoño,11,6,0
329,330,1,-0.655664700916878,-0.5435575461094477,0.3641839538664857,-1.656178070693615,1819,2018-11-26,,0,2018,otoño,11,0,1
330,331,1,-0.20246213110633682,-0.1137647288811996,0.5074065450904565,0.3157148471318455,2261,2018-11-27,,0,2018,otoño,11,1,1
331,332,1,0.0374686411463027,0.0949917823439494,0.7938517275383978,-0.6282764433165132,3614,2018-11-28,,0,2018,otoño,11,2,1
332,333,2,-0.20246213110633682,-0.13832431843709941,1.4383533880462662,1.0079751267939754,2818,2018-11-29,,0,2018,otoño,11,3,1
333,334,1,-0.935583935211624,-0.9979099528935959,-0.13709511541741184,1.1967733848836468,3425,2018-11-30,,0,2018,otoño,11,4,1
334,335,1,-1.0022313719484681,-1.0347493372274454,-0.7815967759252801,0.4835355209893316,3545,2018-12-01,,0,2018,otoño,12,5,0
335,336,1,-0.9889018846010994,-0.8751120051140961,0.006127475806558878,-1.1946712175855285,3672,2018-12-02,,0,2018,otoño,12,6,0
336,337,1,-1.0688788086853125,-1.0101897476715458,-0.13709511541741184,-1.2785815545142714,2908,2018-12-03,,0,2018,otoño,12,0,1
337,338,1,-0.8955954731695175,-0.7645938521125468,1.0802969099863393,-1.4464022283717575,2851,2018-12-04,,0,2018,otoño,12,1,1
338,339,2,-0.6023467515274025,-0.4944383669976481,1.4383533880462662,-1.7400884076223582,3578,2018-12-05,,0,2018,otoño,12,2,1
339,340,3,-0.1758031564115992,-0.1137647288811996,2.2976889353900907,0.6513561948468174,2468,2018-12-06,,0,2018,otoño,12,3,1
340,341,3,-0.46905187805371396,-0.45759898266379817,2.440911526614061,1.112863047954904,655,2018-12-07,,0,2018,otoño,12,4,1
341,342,1,-1.2554916315484765,-1.3417442066761942,-0.35192900225336793,0.7562441160077465,3172,2018-12-08,,0,2018,otoño,12,5,0
342,343,1,-1.122196758074788,-0.9610705685597459,0.5074065450904565,-1.4673798126039432,3359,2018-12-09,,0,2018,otoño,12,6,0
343,344,1,-1.202173682159001,-1.2803452327864444,-0.8532080715372655,0.6513561948468174,2688,2018-12-10,,0,2018,otoño,12,0,1
344,345,1,-1.508751891148485,-1.3540240014541443,-0.9964306627612363,-1.6771556549258007,2366,2018-12-11,,0,2018,otoño,12,1,1
345,346,1,-1.4021159923695339,-1.2557856432305448,0.29257265825450035,-1.719110823390172,3167,2018-12-12,,0,2018,otoño,12,2,1
346,347,1,-1.1621852201168947,-1.0593089267833455,-0.28031770664138256,-0.6492540275486989,3368,2018-12-13,,0,2018,otoño,12,3,1
347,348,2,-0.9755723972537306,-0.8382726207802467,0.22096136264251498,-1.7610659918545437,3562,2018-12-14,,0,2018,otoño,12,4,1
348,349,2,-0.40240444131686964,-0.3839202139960983,0.006127475806558878,1.1548182164192755,3528,2018-12-15,,0,2018,otoño,12,5,0
349,350,2,-0.655664700916878,-0.7031948782227971,-0.9248193671492508,1.0499302952583467,3399,2018-12-16,,0,2018,otoño,12,6,0
350,351,2,-1.2954800935905832,-1.3785835910100441,-0.49515159347733867,0.7981992844721179,2464,2018-12-17,,0,2018,otoño,12,0,1
351,352,1,-1.4021159923695339,-1.403143180565944,-0.28031770664138256,-0.22970234290498392,2211,2018-12-18,,0,2018,otoño,12,1,1
352,353,1,-1.202173682159001,-1.194386669340795,0.07773877141854424,-0.18774717444061256,3143,2018-12-19,,0,2018,otoño,12,2,1
353,354,2,-0.6023467515274025,-0.482158572219698,-0.20870641102939722,-1.7610659918545437,3534,2018-12-20,,0,2018,otoño,12,3,1
354,355,2,-0.362415979274763,-0.2856818557724991,1.6531872748822223,0.4835355209893316,2553,2018-12-21,,0,2018,invierno,12,4,1
355,356,2,-0.3890749539695011,-0.29796165055044876,0.9370743187623686,-1.9498642499442156,2841,2018-12-22,,0,2018,invierno,12,5,0
356,357,1,-0.6689941882642468,-0.5926767252212477,0.43579524947847104,1.2387285533480181,2046,2018-12-23,,0,2018,invierno,12,6,0
357,358,1,-1.0555493213379437,-1.0715887215612954,-0.6383741847013094,0.06398383634561663,856,2018-12-24,,0,2018,invierno,12,0,1
358,359,1,-1.202173682159001,-1.194386669340795,0.3641839538664857,-0.4394781852268414,451,2018-12-25,Christmas Day,1,2018,invierno,12,1,0
359,360,1,-0.948913422558993,-0.9733503633376958,-0.8532080715372655,0.7352665317755605,887,2018-12-26,,0,2018,invierno,12,2,1
360,361,2,-0.935583935211624,-0.8996715946699964,0.9370743187623686,0.022028667881244912,1059,2018-12-27,,0,2018,invierno,12,3,1
361,362,1,-1.0688788086853125,-1.194386669340795,-0.9248193671492508,1.511437148366433,2047,2018-12-28,,0,2018,invierno,12,4,1
362,363,1,-1.3487980429800588,-1.2926250275643947,-0.4235402978653533,-0.9429402067992995,2169,2018-12-29,,0,2018,invierno,12,5,0
363,364,1,-1.0022313719484681,-0.9610705685597459,0.07773877141854424,-0.7331643644774419,2508,2018-12-30,,0,2018,invierno,12,6,0
364,365,1,-0.46905187805371396,-0.37164041921814867,-0.06548381980542649,0.4835355209893316,1820,2018-12-31,,0,2018,invierno,12,0,1
365,366,1,-0.6823236756116159,-0.6049565199991974,0.43579524947847104,0.08496142057780232,1608,2019-01-01,New Year's Day,1,2019,invierno,1,1,0
366,367,1,-1.21550316950637,-1.3663037962320943,-1.7841549144930753,2.0148991699388916,1707,2019-01-02,,0,2019,invierno,1,2,1
367,368,1,-1.881977536874813,-2.1399308672429407,-1.354487140821163,2.518361191511349,2147,2019-01-03,,0,2019,invierno,1,3,1
368,369,2,-2.1219083091274524,-2.1767702515767904,-1.5693210276571192,-0.019926500583126436,2273,2019-01-04,,0,2019,invierno,1,4,1
369,370,1,-1.2554916315484765,-1.2066664641187448,-0.7815967759252801,-0.7960971171739993,3132,2019-01-05,,0,2019,invierno,1,5,0
370,371,1,-0.8822659858221487,-0.8259928260022965,-0.6383741847013094,-0.2716575113693556,3791,2019-01-06,,0,2019,invierno,1,6,0
371,372,1,-0.5623582894852959,-0.5189979565535479,-0.7099854803132948,-0.1667695902084269,3451,2019-01-07,,0,2019,invierno,1,0,1
372,373,1,-0.8689364984747796,-0.8259928260022965,-1.2112645495971923,0.06398383634561663,2826,2019-01-08,,0,2019,invierno,1,1,1
373,374,2,-1.4820929164537473,-1.390863385787994,0.5074065450904565,-1.2366263860499,2270,2019-01-09,,0,2019,invierno,1,2,1
374,375,1,-1.0155608592958372,-0.9610705685597459,0.1493500670305296,0.022028667881244912,3425,2019-01-10,,0,2019,invierno,1,3,1
375,376,2,-1.21550316950637,-1.182106874562845,1.5815759792702369,-0.7751195329418133,2085,2019-01-11,,0,2019,invierno,1,4,1
376,377,2,-0.6156762388747715,-0.5681171356653475,1.2235195012103102,-0.08285925327968383,3828,2019-01-12,,0,2019,invierno,1,5,0
377,378,1,-1.21550316950637,-1.3785835910100441,-0.8532080715372655,2.686181865368835,3040,2019-01-13,,0,2019,invierno,1,6,0
378,379,1,-1.7220236887063864,-1.7838168186823924,-1.2112645495971923,0.0010510836490592388,2160,2019-01-14,,0,2019,invierno,1,0,1
379,380,1,-1.8020006127905996,-1.9188945612398418,-1.4977097320451338,0.9030872056330466,2027,2019-01-15,,0,2019,invierno,1,1,1
380,381,1,-1.6687057393169111,-1.7469774343485425,-0.7815967759252801,0.6303786106146317,2081,2019-01-16,,0,2019,invierno,1,2,1
381,382,2,-0.6689941882642468,-0.6786352886668973,0.6506291363144272,2.2876077649573054,2808,2019-01-17,,0,2019,invierno,1,3,1
382,383,1,-1.0555493213379437,-1.2189462588966948,-1.354487140821163,0.05659857723921558,3267,2019-01-18,,0,2019,invierno,1,4,1
383,384,1,-1.6687057393169111,-1.7469774343485425,-0.9248193671492508,0.4835355209893316,3162,2019-01-19,,0,2019,invierno,1,5,0
384,385,2,-1.5220813784958538,-1.5627805126792933,-1.2828758452091777,0.23180451020310242,3048,2019-01-20,,0,2019,invierno,1,6,0
385,386,2,-1.7620121507484932,-1.8452157925721422,1.4383533880462662,0.5045131052215173,1234,2019-01-21,Martin Luther King Jr. Day,1,2019,invierno,1,0,0
386,387,2,-1.8153301001379687,-1.9188945612398418,1.2235195012103102,0.18984934173873105,1781,2019-01-22,,0,2019,invierno,1,1,1
387,388,2,-1.508751891148485,-1.415422975343894,2.011243752942149,-1.068805712192414,2287,2019-01-23,,0,2019,invierno,1,2,1
388,389,1,-0.8422775237800421,-0.7645938521125468,1.5099646836582514,-0.8800074541027421,3900,2019-01-24,,0,2019,invierno,1,3,1
389,390,1,-1.0955377833800504,-1.1084281058951453,0.07773877141854424,-0.35556784829809834,3803,2019-01-25,,0,2019,invierno,1,4,1
390,391,2,-0.8422775237800421,-0.7277544677786969,1.008685614374354,-1.5932453179970576,3831,2019-01-26,,0,2019,invierno,1,5,0
391,392,2,-0.3890749539695011,-0.3593606244401985,0.7938517275383978,2.203697428028563,3187,2019-01-27,,0,2019,invierno,1,6,0
392,393,1,-0.9755723972537306,-0.9119513894479461,-0.6383741847013094,0.33669243136403115,3248,2019-01-28,,0,2019,invierno,1,0,1
393,394,1,-1.1621852201168947,-1.2435058484525947,-2.2854339837769726,0.7562441160077465,2685,2019-01-29,,0,2019,invierno,1,1,1
394,395,1,-1.2421621442011077,-1.3049048223423445,-1.6409323232691044,0.4206027682927742,3498,2019-01-30,,0,2019,invierno,1,2,1
395,396,1,-0.5756877768326649,-0.5681171356653475,-1.4977097320451338,1.0499302952583467,4185,2019-01-31,,0,2019,invierno,1,3,1
396,397,1,-0.14914418171686158,-0.052365754991449874,-0.8532080715372655,0.043006252113430586,4275,2019-02-01,,0,2019,invierno,2,4,1
397,398,2,-0.5223698274431897,-0.4698787774417483,0.29257265825450035,0.0010510836490592388,3571,2019-02-02,,0,2019,invierno,2,5,0
